book_id,books_count,authors,original_publication_year,title,language_code,average_rating,image_url
957,76,Maggie Stiefvater,2010,"Linger (The Wolves of Mercy Falls, #2)",en-US,3.91,https://images.gr-assets.com/books/1292482391m/6654313.jpg
958,40,L.M. Montgomery,1908,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",,4.42,https://images.gr-assets.com/books/1267721500m/3579.jpg
959,766,"James Joyce, Seamus Deane",1916,A Portrait of the Artist as a Young Man,eng,3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
960,2,"Robert Jordan, Brandon Sanderson",2009,"The Gathering Storm (Wheel of Time, #12)",eng,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
961,665,"George Eliot, Michel Faber",1871,Middlemarch,eng,3.93,https://images.gr-assets.com/books/1481264628m/19089.jpg
962,30,Colleen Hoover,2012,"Point of Retreat (Slammed, #2)",eng,4.3,https://images.gr-assets.com/books/1330543249m/13496084.jpg
963,118,John Grisham,1997,The Partner,,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
964,74,J.R.R. Tolkien,1973,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,eng,4.59,https://images.gr-assets.com/books/1346072396m/30.jpg
965,38,S.C. Stephens,2009,"Thoughtless (Thoughtless, #1)",eng,4.12,https://images.gr-assets.com/books/1331254339m/13517535.jpg
966,110,Scott Turow,1986,Presumed Innocent,,4.1,https://images.gr-assets.com/books/1404412704m/425029.jpg
967,131,Stephen King,1989,The Dark Half,eng,3.74,https://images.gr-assets.com/books/1430122353m/11597.jpg
968,55,Stacy Schiff,2006,Cleopatra: A Life,eng,3.62,https://images.gr-assets.com/books/1294098301m/7968243.jpg
969,83,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-first Century,en-US,3.66,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
970,64,Brandon Sanderson,2013,"Steelheart (The Reckoners, #1)",eng,4.16,https://images.gr-assets.com/books/1357576738m/17182126.jpg
971,75,"Marcus Pfister, J. Alison James",1995,The Rainbow Fish,en-US,4.15,https://images.gr-assets.com/books/1328755881m/766020.jpg
972,1363,Jules Verne,1864,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",eng,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
973,73,Gretchen Rubin,2009,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",eng,3.57,https://images.gr-assets.com/books/1256849491m/6398634.jpg
974,196,Philip K. Dick,1962,The Man in the High Castle,eng,3.66,https://images.gr-assets.com/books/1448756803m/216363.jpg
975,52,"Vincent Bugliosi, Curt Gentry",1974,Helter Skelter: The True Story of the Manson Murders,en-GB,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
976,3,"Robert Kapilow, Dr. Seuss",,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",,4.44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
977,856,"Dante Alighieri, Anthony M. Esolen",1320,Inferno (The Divine Comedy #1),,3.99,https://images.gr-assets.com/books/1333579470m/15645.jpg
978,64,Deborah Harkness,2012,"Shadow of Night (All Souls Trilogy, #2)",eng,4.04,https://images.gr-assets.com/books/1320604137m/11559200.jpg
979,64,Jodi Picoult,2014,Leaving Time,eng,3.94,https://images.gr-assets.com/books/1394487223m/18816603.jpg
980,48,Patricia Briggs,2006,"Moon Called (Mercy Thompson, #1)",eng,4.18,https://images.gr-assets.com/books/1272070347m/71811.jpg
981,47,Melissa de la Cruz,2006,"Blue Bloods (Blue Bloods, #1)",en-US,3.68,https://images.gr-assets.com/books/1322281515m/872333.jpg
982,70,Caleb Carr,1994,"The Alienist (Dr. Laszlo Kreizler, #1)",eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
983,36,Ta-Nehisi Coates,2015,Between the World and Me,eng,4.4,https://images.gr-assets.com/books/1451435027m/25489625.jpg
984,819,"John Milton, John      Leonard",1667,Paradise Lost,eng,3.8,https://images.gr-assets.com/books/1455618673m/15997.jpg
985,57,Michael   Lewis,2009,The Big Short: Inside the Doomsday Machine,en-US,4.26,https://images.gr-assets.com/books/1453470736m/6463967.jpg
986,115,Stephen King,1999,The Girl Who Loved Tom Gordon,,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
987,138,"Patrick Ness, Jim Kay, Siobhan Dowd",2011,A Monster Calls,eng,4.36,https://images.gr-assets.com/books/1485991317m/8621462.jpg
988,39,"Robert Jordan, Brandon Sanderson",2010,"Towers of Midnight (Wheel of Time, #13)",en-US,4.42,https://images.gr-assets.com/books/1358109459m/8253920.jpg
989,170,Frederick Forsyth,1971,The Day of the Jackal,eng,4.25,https://images.gr-assets.com/books/1405364996m/540020.jpg
990,60,"Jason Fried, David Heinemeier Hansson",2010,Rework,eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
991,44,Rainbow Rowell,2011,Attachments,eng,3.95,https://images.gr-assets.com/books/1499377988m/8909152.jpg
992,36,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005,"The Twilight Saga (Twilight, #1-4)",,3.88,https://images.gr-assets.com/books/1327930511m/3090465.jpg
993,49,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,eng,4.04,https://images.gr-assets.com/books/1335450415m/12875258.jpg
994,77,James Herriot,1972,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",eng,4.31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
995,42,Michelle Hodkin,2011,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",eng,4.09,https://images.gr-assets.com/books/1336655755m/11408650.jpg
996,67,Janet Evanovich,1997,"Three to Get Deadly (Stephanie Plum, #3)",en-US,4.14,https://images.gr-assets.com/books/1311727539m/6854.jpg
997,427,Emmuska Orczy,1905,The Scarlet Pimpernel,eng,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
998,23,"Jon Stone, Michael J. Smollin",1971,The Monster at the End of this Book,eng,4.45,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
999,66,Judy Blume,1972,"Tales of a Fourth Grade Nothing (Fudge, #1)",eng,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
